YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2013,7,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,32856.47
2013,7,CA,"Electric Generators, Electric Utilities",Wind,124397
2013,7,CA,"Combined Heat and Power, Industrial Power",Total,1445296.67
2013,7,CA,"Combined Heat and Power, Industrial Power",Coal,30687.3
2013,7,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1158342.15
2013,7,CA,"Combined Heat and Power, Industrial Power",Other,62034.58
2013,7,CA,"Combined Heat and Power, Industrial Power",Other Biomass,524.76
2013,7,CA,"Combined Heat and Power, Industrial Power",Other Gases,116414.48
2013,7,CA,"Combined Heat and Power, Industrial Power",Petroleum,427.04
2013,7,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,449.21
2013,7,CA,"Combined Heat and Power, Industrial Power",Wind,175.69
2013,7,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,76241.46
2013,7,CA,"Combined Heat and Power, Electric Power",Total,1570173.35
2013,7,CA,"Combined Heat and Power, Electric Power",Coal,87342.53
2013,7,CA,"Combined Heat and Power, Electric Power",Geothermal,26582.86
2013,7,CA,"Combined Heat and Power, Electric Power",Natural Gas,1382043.92
2013,7,CA,"Combined Heat and Power, Electric Power",Other,9334.44
2013,7,CA,"Combined Heat and Power, Electric Power",Other Biomass,18249.36
2013,7,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,7,CA,"Combined Heat and Power, Electric Power",Petroleum,3834.32
2013,7,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,7,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,42785.91
2013,7,CA,"Combined Heat and Power, Commercial Power",Total,253458.37
2013,7,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,708.58
2013,7,CA,"Combined Heat and Power, Commercial Power",Natural Gas,158274.99
2013,7,CA,"Combined Heat and Power, Commercial Power",Other Biomass,86945.03
2013,7,CA,"Combined Heat and Power, Commercial Power",Petroleum,59.64
2013,7,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,7357.16
2013,7,CA,"Combined Heat and Power, Commercial Power",Wind,112.98
2013,8,CA,Total Electric Power Industry,Total,19948218.6
2013,8,CA,Total Electric Power Industry,Coal,111261.2
2013,8,CA,Total Electric Power Industry,Geothermal,1062554.34
2013,8,CA,Total Electric Power Industry,Hydroelectric Conventional,2628510.37
2013,8,CA,Total Electric Power Industry,Natural Gas,11937396.3
2013,8,CA,Total Electric Power Industry,Nuclear,1688180
2013,8,CA,Total Electric Power Industry,Other,78131.66
2013,8,CA,Total Electric Power Industry,Other Biomass,257889.9
2013,8,CA,Total Electric Power Industry,Other Gases,115438.6
2013,8,CA,Total Electric Power Industry,Petroleum,8431.6
2013,8,CA,Total Electric Power Industry,Pumped Storage,-52610
2013,8,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,471246.48
2013,8,CA,Total Electric Power Industry,Wind,1296575.87
2013,8,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,345212.27
2013,8,CA,"Electric Generators, Independent Power Producers",Total,8612663.7
2013,8,CA,"Electric Generators, Independent Power Producers",Geothermal,966814.3
2013,8,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,127276.72
2013,8,CA,"Electric Generators, Independent Power Producers",Natural Gas,5563291.57
2013,8,CA,"Electric Generators, Independent Power Producers",Other,9526.8
2013,8,CA,"Electric Generators, Independent Power Producers",Other Biomass,127933.99
2013,8,CA,"Electric Generators, Independent Power Producers",Petroleum,368.45
2013,8,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,413912.24
2013,8,CA,"Electric Generators, Independent Power Producers",Wind,1180003.73
2013,8,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,223535.91
2013,8,CA,"Electric Generators, Electric Utilities",Total,8002217.82
2013,8,CA,"Electric Generators, Electric Utilities",Geothermal,69340
2013,8,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2500650.7
2013,8,CA,"Electric Generators, Electric Utilities",Natural Gas,3613476.47
2013,8,CA,"Electric Generators, Electric Utilities",Nuclear,1688180
2013,8,CA,"Electric Generators, Electric Utilities",Other,-119.58
2013,8,CA,"Electric Generators, Electric Utilities",Other Biomass,17259.82
2013,8,CA,"Electric Generators, Electric Utilities",Other Gases,0
2013,8,CA,"Electric Generators, Electric Utilities",Petroleum,3008.64
2013,8,CA,"Electric Generators, Electric Utilities",Pumped Storage,-52610
2013,8,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,46724.77
2013,8,CA,"Electric Generators, Electric Utilities",Wind,116307
2013,8,CA,"Combined Heat and Power, Industrial Power",Total,1445704.32
2013,8,CA,"Combined Heat and Power, Industrial Power",Coal,27096.71
2013,8,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1165379.54
2013,8,CA,"Combined Heat and Power, Industrial Power",Other,58990.64
2013,8,CA,"Combined Heat and Power, Industrial Power",Other Biomass,579.82
2013,8,CA,"Combined Heat and Power, Industrial Power",Other Gases,115438.6
2013,8,CA,"Combined Heat and Power, Industrial Power",Petroleum,383.83
2013,8,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,604.54
2013,8,CA,"Combined Heat and Power, Industrial Power",Wind,161.37
2013,8,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,77069.27
2013,8,CA,"Combined Heat and Power, Electric Power",Total,1629682.48
2013,8,CA,"Combined Heat and Power, Electric Power",Coal,84164.5
2013,8,CA,"Combined Heat and Power, Electric Power",Geothermal,26400.04
2013,8,CA,"Combined Heat and Power, Electric Power",Natural Gas,1440590.46
2013,8,CA,"Combined Heat and Power, Electric Power",Other,9733.8
2013,8,CA,"Combined Heat and Power, Electric Power",Other Biomass,19561.42
2013,8,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,8,CA,"Combined Heat and Power, Electric Power",Petroleum,4625.17
2013,8,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,8,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,44607.1
2013,8,CA,"Combined Heat and Power, Commercial Power",Total,257950.28
2013,8,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,582.95
2013,8,CA,"Combined Heat and Power, Commercial Power",Natural Gas,154658.27
2013,8,CA,"Combined Heat and Power, Commercial Power",Other Biomass,92554.85
2013,8,CA,"Combined Heat and Power, Commercial Power",Petroleum,45.51
2013,8,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,10004.94
2013,8,CA,"Combined Heat and Power, Commercial Power",Wind,103.77
2013,9,CA,Total Electric Power Industry,Total,18906168.29
2013,9,CA,Total Electric Power Industry,Coal,100766.12
2013,9,CA,Total Electric Power Industry,Geothermal,1034477.23
2013,9,CA,Total Electric Power Industry,Hydroelectric Conventional,1766084.68
2013,9,CA,Total Electric Power Industry,Natural Gas,11891255.56
2013,9,CA,Total Electric Power Industry,Nuclear,1634281
2013,9,CA,Total Electric Power Industry,Other,79164.92
2013,9,CA,Total Electric Power Industry,Other Biomass,234581.5
2013,9,CA,Total Electric Power Industry,Other Gases,137661.18
2013,9,CA,Total Electric Power Industry,Petroleum,8120.61
2013,9,CA,Total Electric Power Industry,Pumped Storage,66125
2013,9,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,459753.45
2013,9,CA,Total Electric Power Industry,Wind,1158465.35
2013,9,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,335431.69
2013,9,CA,"Electric Generators, Independent Power Producers",Total,8620824.77
2013,9,CA,"Electric Generators, Independent Power Producers",Geothermal,938571.49
2013,9,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,88355.34
2013,9,CA,"Electric Generators, Independent Power Producers",Natural Gas,5780133.67
2013,9,CA,"Electric Generators, Independent Power Producers",Other,9321.11
2013,9,CA,"Electric Generators, Independent Power Producers",Other Biomass,119168.26
2013,9,CA,"Electric Generators, Independent Power Producers",Petroleum,155.46
2013,9,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,404019.51
2013,9,CA,"Electric Generators, Independent Power Producers",Wind,1067582.29
2013,9,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,213517.64
2013,9,CA,"Electric Generators, Electric Utilities",Total,7072206.41
2013,9,CA,"Electric Generators, Electric Utilities",Geothermal,70372
2013,9,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1677337.16
2013,9,CA,"Electric Generators, Electric Utilities",Natural Gas,3470570.2
2013,9,CA,"Electric Generators, Electric Utilities",Nuclear,1634281
2013,9,CA,"Electric Generators, Electric Utilities",Other,-117.81
2013,9,CA,"Electric Generators, Electric Utilities",Other Biomass,14053.29
2013,9,CA,"Electric Generators, Electric Utilities",Other Gases,0
2013,9,CA,"Electric Generators, Electric Utilities",Petroleum,3519.78
2013,9,CA,"Electric Generators, Electric Utilities",Pumped Storage,66125
2013,9,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,45419.8
2013,9,CA,"Electric Generators, Electric Utilities",Wind,90646
2013,9,CA,"Combined Heat and Power, Industrial Power",Total,1428607.71
2013,9,CA,"Combined Heat and Power, Industrial Power",Coal,29520.21
2013,9,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1123015.15
2013,9,CA,"Combined Heat and Power, Industrial Power",Other,60624.72
2013,9,CA,"Combined Heat and Power, Industrial Power",Other Biomass,528.91
2013,9,CA,"Combined Heat and Power, Industrial Power",Other Gases,137661.18
2013,9,CA,"Combined Heat and Power, Industrial Power",Petroleum,497.94
2013,9,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,587.66
2013,9,CA,"Combined Heat and Power, Industrial Power",Wind,144.28
2013,9,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,76027.67
2013,9,CA,"Combined Heat and Power, Electric Power",Total,1539380.98
2013,9,CA,"Combined Heat and Power, Electric Power",Coal,71245.91
2013,9,CA,"Combined Heat and Power, Electric Power",Geothermal,25533.73
2013,9,CA,"Combined Heat and Power, Electric Power",Natural Gas,1365162.93
2013,9,CA,"Combined Heat and Power, Electric Power",Other,9336.9
2013,9,CA,"Combined Heat and Power, Electric Power",Other Biomass,18320.08
2013,9,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,9,CA,"Combined Heat and Power, Electric Power",Petroleum,3895.04
2013,9,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,9,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,45886.38
2013,9,CA,"Combined Heat and Power, Commercial Power",Total,245148.43
2013,9,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,392.18
2013,9,CA,"Combined Heat and Power, Commercial Power",Natural Gas,152373.62
2013,9,CA,"Combined Heat and Power, Commercial Power",Other Biomass,82510.96
2013,9,CA,"Combined Heat and Power, Commercial Power",Petroleum,52.4
2013,9,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,9726.49
2013,9,CA,"Combined Heat and Power, Commercial Power",Wind,92.78
2013,10,CA,Total Electric Power Industry,Total,16374074.42
2013,10,CA,Total Electric Power Industry,Coal,46361.94
2013,10,CA,Total Electric Power Industry,Geothermal,1060769.43
2013,10,CA,Total Electric Power Industry,Hydroelectric Conventional,1409266.11
2013,10,CA,Total Electric Power Industry,Natural Gas,10315607.71
2013,10,CA,Total Electric Power Industry,Nuclear,1581357
2013,10,CA,Total Electric Power Industry,Other,71445.45
2013,10,CA,Total Electric Power Industry,Other Biomass,256770.69
2013,10,CA,Total Electric Power Industry,Other Gases,101224.73
2013,10,CA,Total Electric Power Industry,Petroleum,3821.57
2013,10,CA,Total Electric Power Industry,Pumped Storage,37718
2013,10,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,408142.7
2013,10,CA,Total Electric Power Industry,Wind,750316.35
2013,10,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,331272.75
2013,10,CA,"Electric Generators, Independent Power Producers",Total,7369516.08
2013,10,CA,"Electric Generators, Independent Power Producers",Geothermal,971728.39
2013,10,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,63858.72
2013,10,CA,"Electric Generators, Independent Power Producers",Natural Gas,4918417.29
2013,10,CA,"Electric Generators, Independent Power Producers",Other,9253.61
2013,10,CA,"Electric Generators, Independent Power Producers",Other Biomass,133117.76
2013,10,CA,"Electric Generators, Independent Power Producers",Petroleum,131.75
2013,10,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,358790.79
2013,10,CA,"Electric Generators, Independent Power Producers",Wind,700500.5
2013,10,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,213717.29
2013,10,CA,"Electric Generators, Electric Utilities",Total,6079756.19
2013,10,CA,"Electric Generators, Electric Utilities",Geothermal,62800
2013,10,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1345094.04
2013,10,CA,"Electric Generators, Electric Utilities",Natural Gas,2944321.48
2013,10,CA,"Electric Generators, Electric Utilities",Nuclear,1581357
2013,10,CA,"Electric Generators, Electric Utilities",Other,-106.12
2013,10,CA,"Electric Generators, Electric Utilities",Other Biomass,16155.9
2013,10,CA,"Electric Generators, Electric Utilities",Other Gases,0
2013,10,CA,"Electric Generators, Electric Utilities",Petroleum,2541.66
2013,10,CA,"Electric Generators, Electric Utilities",Pumped Storage,37718
2013,10,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,40211.23
2013,10,CA,"Electric Generators, Electric Utilities",Wind,49663
2013,10,CA,"Combined Heat and Power, Industrial Power",Total,1311882.53
2013,10,CA,"Combined Heat and Power, Industrial Power",Coal,28543.22
2013,10,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1054060.75
2013,10,CA,"Combined Heat and Power, Industrial Power",Other,53937.24
2013,10,CA,"Combined Heat and Power, Industrial Power",Other Biomass,577.43
2013,10,CA,"Combined Heat and Power, Industrial Power",Other Gases,101224.73
2013,10,CA,"Combined Heat and Power, Industrial Power",Petroleum,172.19
2013,10,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,520.27
2013,10,CA,"Combined Heat and Power, Industrial Power",Wind,93.03
2013,10,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,72753.68
2013,10,CA,"Combined Heat and Power, Electric Power",Total,1382090.77
2013,10,CA,"Combined Heat and Power, Electric Power",Coal,17818.72
2013,10,CA,"Combined Heat and Power, Electric Power",Geothermal,26241.04
2013,10,CA,"Combined Heat and Power, Electric Power",Natural Gas,1265836.11
2013,10,CA,"Combined Heat and Power, Electric Power",Other,8360.73
2013,10,CA,"Combined Heat and Power, Electric Power",Other Biomass,18092.13
2013,10,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,10,CA,"Combined Heat and Power, Electric Power",Petroleum,940.28
2013,10,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,10,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,44801.78
2013,10,CA,"Combined Heat and Power, Commercial Power",Total,230828.84
2013,10,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,313.35
2013,10,CA,"Combined Heat and Power, Commercial Power",Natural Gas,132972.09
2013,10,CA,"Combined Heat and Power, Commercial Power",Other Biomass,88827.47
2013,10,CA,"Combined Heat and Power, Commercial Power",Petroleum,35.69
2013,10,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8620.42
2013,10,CA,"Combined Heat and Power, Commercial Power",Wind,59.82
2013,11,CA,Total Electric Power Industry,Total,15509502.58
2013,11,CA,Total Electric Power Industry,Coal,30410.19
2013,11,CA,Total Electric Power Industry,Geothermal,923569.79
2013,11,CA,Total Electric Power Industry,Hydroelectric Conventional,1033061.89
2013,11,CA,Total Electric Power Industry,Natural Gas,10189728.96
2013,11,CA,Total Electric Power Industry,Nuclear,1595494
2013,11,CA,Total Electric Power Industry,Other,70513.02
2013,11,CA,Total Electric Power Industry,Other Biomass,255077.57
2013,11,CA,Total Electric Power Industry,Other Gases,117342.95
2013,11,CA,Total Electric Power Industry,Petroleum,3033.01
2013,11,CA,Total Electric Power Industry,Pumped Storage,-1056
2013,11,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,409233.07
2013,11,CA,Total Electric Power Industry,Wind,556412.69
2013,11,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,326681.44
2013,11,CA,"Electric Generators, Independent Power Producers",Total,7151807.18
2013,11,CA,"Electric Generators, Independent Power Producers",Geothermal,900538.98
2013,11,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,45760.86
2013,11,CA,"Electric Generators, Independent Power Producers",Natural Gas,4967729.66
2013,11,CA,"Electric Generators, Independent Power Producers",Other,9317.3
2013,11,CA,"Electric Generators, Independent Power Producers",Other Biomass,134338.11
2013,11,CA,"Electric Generators, Independent Power Producers",Petroleum,254.77
2013,11,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,360162.42
2013,11,CA,"Electric Generators, Independent Power Producers",Wind,520532.32
2013,11,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,213172.77
2013,11,CA,"Electric Generators, Electric Utilities",Total,5360424.34
2013,11,CA,"Electric Generators, Electric Utilities",Geothermal,85
2013,11,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,987071.05
2013,11,CA,"Electric Generators, Electric Utilities",Natural Gas,2685005.74
2013,11,CA,"Electric Generators, Electric Utilities",Nuclear,1595494
2013,11,CA,"Electric Generators, Electric Utilities",Other,-105.09
2013,11,CA,"Electric Generators, Electric Utilities",Other Biomass,15572.63
2013,11,CA,"Electric Generators, Electric Utilities",Other Gases,0
2013,11,CA,"Electric Generators, Electric Utilities",Petroleum,2562.01
2013,11,CA,"Electric Generators, Electric Utilities",Pumped Storage,-1056
2013,11,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,40028
2013,11,CA,"Electric Generators, Electric Utilities",Wind,35767
2013,11,CA,"Combined Heat and Power, Industrial Power",Total,1350945.6
2013,11,CA,"Combined Heat and Power, Industrial Power",Coal,30410.19
2013,11,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1085344.38
2013,11,CA,"Combined Heat and Power, Industrial Power",Other,53634.37
2013,11,CA,"Combined Heat and Power, Industrial Power",Other Biomass,574.18
2013,11,CA,"Combined Heat and Power, Industrial Power",Other Gases,117342.95
2013,11,CA,"Combined Heat and Power, Industrial Power",Petroleum,152.07
2013,11,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,517.9
2013,11,CA,"Combined Heat and Power, Industrial Power",Wind,69
2013,11,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,62900.56
2013,11,CA,"Combined Heat and Power, Electric Power",Total,1418223.91
2013,11,CA,"Combined Heat and Power, Electric Power",Coal,0
2013,11,CA,"Combined Heat and Power, Electric Power",Geothermal,22945.81
2013,11,CA,"Combined Heat and Power, Electric Power",Natural Gas,1319685.89
2013,11,CA,"Combined Heat and Power, Electric Power",Other,7666.44
2013,11,CA,"Combined Heat and Power, Electric Power",Other Biomass,17317.65
2013,11,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,11,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2013,11,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,11,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,50608.1
2013,11,CA,"Combined Heat and Power, Commercial Power",Total,228101.55
2013,11,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,229.98
2013,11,CA,"Combined Heat and Power, Commercial Power",Natural Gas,131963.29
2013,11,CA,"Combined Heat and Power, Commercial Power",Other Biomass,87275
2013,11,CA,"Combined Heat and Power, Commercial Power",Petroleum,64.17
2013,11,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8524.75
2013,11,CA,"Combined Heat and Power, Commercial Power",Wind,44.37
2013,12,CA,Total Electric Power Industry,Total,17193263.03
2013,12,CA,Total Electric Power Industry,Coal,28543.78
2013,12,CA,Total Electric Power Industry,Geothermal,1018331.41
2013,12,CA,Total Electric Power Industry,Hydroelectric Conventional,918784.92
2013,12,CA,Total Electric Power Industry,Natural Gas,11884984.95
2013,12,CA,Total Electric Power Industry,Nuclear,1677928
2013,12,CA,Total Electric Power Industry,Other,74825.1
2013,12,CA,Total Electric Power Industry,Other Biomass,265104.96
2013,12,CA,Total Electric Power Industry,Other Gases,92321.61
2013,12,CA,Total Electric Power Industry,Petroleum,4745.88
2013,12,CA,Total Electric Power Industry,Pumped Storage,-2247
2013,12,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,435205.31
2013,12,CA,Total Electric Power Industry,Wind,460466.51
2013,12,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,334267.6
2013,12,CA,"Electric Generators, Independent Power Producers",Total,7991645.79
2013,12,CA,"Electric Generators, Independent Power Producers",Geothermal,918985.32
2013,12,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,40312.96
2013,12,CA,"Electric Generators, Independent Power Producers",Natural Gas,5839953.99
2013,12,CA,"Electric Generators, Independent Power Producers",Other,9312.69
2013,12,CA,"Electric Generators, Independent Power Producers",Other Biomass,133947.8
2013,12,CA,"Electric Generators, Independent Power Producers",Petroleum,1223.99
2013,12,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,384021.18
2013,12,CA,"Electric Generators, Independent Power Producers",Wind,435925.01
2013,12,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,227962.86
2013,12,CA,"Electric Generators, Electric Utilities",Total,6011112.64
2013,12,CA,"Electric Generators, Electric Utilities",Geothermal,74068
2013,12,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,878266.46
2013,12,CA,"Electric Generators, Electric Utilities",Natural Gas,3297573.7
2013,12,CA,"Electric Generators, Electric Utilities",Nuclear,1677928
2013,12,CA,"Electric Generators, Electric Utilities",Other,-111.5
2013,12,CA,"Electric Generators, Electric Utilities",Other Biomass,17068.5
2013,12,CA,"Electric Generators, Electric Utilities",Other Gases,0
2013,12,CA,"Electric Generators, Electric Utilities",Petroleum,2348.32
2013,12,CA,"Electric Generators, Electric Utilities",Pumped Storage,-2247
2013,12,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,41770.16
2013,12,CA,"Electric Generators, Electric Utilities",Wind,24448
2013,12,CA,"Combined Heat and Power, Industrial Power",Total,1457479.07
2013,12,CA,"Combined Heat and Power, Industrial Power",Coal,28543.78
2013,12,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1211610.48
2013,12,CA,"Combined Heat and Power, Industrial Power",Other,55903.81
2013,12,CA,"Combined Heat and Power, Industrial Power",Other Biomass,599.48
2013,12,CA,"Combined Heat and Power, Industrial Power",Other Gases,92321.61
2013,12,CA,"Combined Heat and Power, Industrial Power",Petroleum,1111.07
2013,12,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,540.44
2013,12,CA,"Combined Heat and Power, Industrial Power",Wind,56.91
2013,12,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,66791.5
2013,12,CA,"Combined Heat and Power, Electric Power",Total,1479189.42
2013,12,CA,"Combined Heat and Power, Electric Power",Coal,0
2013,12,CA,"Combined Heat and Power, Electric Power",Geothermal,25278.1
2013,12,CA,"Combined Heat and Power, Electric Power",Natural Gas,1384799.24
2013,12,CA,"Combined Heat and Power, Electric Power",Other,9720.11
2013,12,CA,"Combined Heat and Power, Electric Power",Other Biomass,19878.74
2013,12,CA,"Combined Heat and Power, Electric Power",Other Gases,0
2013,12,CA,"Combined Heat and Power, Electric Power",Petroleum,0
2013,12,CA,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,0
2013,12,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,39513.24
2013,12,CA,"Combined Heat and Power, Commercial Power",Total,253836.12
2013,12,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,205.5
2013,12,CA,"Combined Heat and Power, Commercial Power",Natural Gas,151047.53
2013,12,CA,"Combined Heat and Power, Commercial Power",Other Biomass,93610.44
2013,12,CA,"Combined Heat and Power, Commercial Power",Petroleum,62.51
2013,12,CA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,8873.53
2013,12,CA,"Combined Heat and Power, Commercial Power",Wind,36.59
2014,1,CA,Total Electric Power Industry,Total,15662855.12
2014,1,CA,Total Electric Power Industry,Coal,25108.77
2014,1,CA,Total Electric Power Industry,Geothermal,1047824.19
2014,1,CA,Total Electric Power Industry,Hydroelectric Conventional,811189.67
2014,1,CA,Total Electric Power Industry,Natural Gas,10424212.18
2014,1,CA,Total Electric Power Industry,Nuclear,1597319
2014,1,CA,Total Electric Power Industry,Other,70787.49
2014,1,CA,Total Electric Power Industry,Other Biomass,244434.15
2014,1,CA,Total Electric Power Industry,Other Gases,92956.56
2014,1,CA,Total Electric Power Industry,Petroleum,5974.57
2014,1,CA,Total Electric Power Industry,Pumped Storage,-220
2014,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,388107.97
2014,1,CA,Total Electric Power Industry,Wind,606522.67
2014,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,348637.91
2014,1,CA,"Electric Generators, Independent Power Producers",Total,6900398.04
2014,1,CA,"Electric Generators, Independent Power Producers",Geothermal,951413.02
2014,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,32341.43
2014,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,4642596.48
2014,1,CA,"Electric Generators, Independent Power Producers",Other,9100.31
2014,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,118187.35
2014,1,CA,"Electric Generators, Independent Power Producers",Petroleum,2550.51
2014,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,358170.85
2014,1,CA,"Electric Generators, Independent Power Producers",Wind,543526.31
2014,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,242511.79
2014,1,CA,"Electric Generators, Electric Utilities",Total,5335881.34
2014,1,CA,"Electric Generators, Electric Utilities",Geothermal,72388
2014,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,778768.68
2014,1,CA,"Electric Generators, Electric Utilities",Natural Gas,2780873.27
2014,1,CA,"Electric Generators, Electric Utilities",Nuclear,1597319
2014,1,CA,"Electric Generators, Electric Utilities",Other,0
2014,1,CA,"Electric Generators, Electric Utilities",Other Biomass,16893.87
2014,1,CA,"Electric Generators, Electric Utilities",Other Gases,0
2014,1,CA,"Electric Generators, Electric Utilities",Petroleum,2218.86
2014,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-220
2014,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,24847.62
2014,1,CA,"Electric Generators, Electric Utilities",Wind,62792.05
2014,1,CA,"Combined Heat and Power, Industrial Power",Total,1365140.74
2014,1,CA,"Combined Heat and Power, Industrial Power",Coal,24740.67
2014,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1131611
2014,1,CA,"Combined Heat and Power, Industrial Power",Other,51568.18
2014,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,528.1
2014,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,92956.56
2014,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,232.05
2014,1,CA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,271.5
