YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2003,6,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,4174934
2003,6,CA,"Electric Generators, Electric Utilities",Wind,5169
2003,6,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,278
2003,6,CA,"Electric Generators, Electric Utilities",Geothermal,91390
2003,6,CA,"Electric Generators, Electric Utilities",Other Biomass,23124
2003,6,CA,"Electric Generators, Electric Utilities",Pumped Storage,-69149
2003,6,CA,"Electric Generators, Electric Utilities",Total,7970388
2003,6,CA,"Electric Generators, Independent Power Producers",Petroleum,95359
2003,6,CA,"Electric Generators, Independent Power Producers",Natural Gas,2458396
2003,6,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,6,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,50791
2003,6,CA,"Electric Generators, Independent Power Producers",Wind,544048
2003,6,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,90351
2003,6,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,228974
2003,6,CA,"Electric Generators, Independent Power Producers",Geothermal,1012722
2003,6,CA,"Electric Generators, Independent Power Producers",Other Biomass,89703
2003,6,CA,"Electric Generators, Independent Power Producers",Other,8031
2003,6,CA,"Electric Generators, Independent Power Producers",Total,4578375
2003,6,CA,"Combined Heat and Power, Electric Power",Coal,154529
2003,6,CA,"Combined Heat and Power, Electric Power",Petroleum,79745
2003,6,CA,"Combined Heat and Power, Electric Power",Natural Gas,1812676
2003,6,CA,"Combined Heat and Power, Electric Power",Other Gases,7272
2003,6,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,4610
2003,6,CA,"Combined Heat and Power, Electric Power",Other Biomass,14582
2003,6,CA,"Combined Heat and Power, Electric Power",Other,11676
2003,6,CA,"Combined Heat and Power, Electric Power",Total,2085090
2003,6,CA,"Combined Heat and Power, Commercial Power",Petroleum,35
2003,6,CA,"Combined Heat and Power, Commercial Power",Natural Gas,136597
2003,6,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,6,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,77
2003,6,CA,"Combined Heat and Power, Commercial Power",Other Biomass,34518
2003,6,CA,"Combined Heat and Power, Commercial Power",Other,0
2003,6,CA,"Combined Heat and Power, Commercial Power",Total,171228
2003,6,CA,"Combined Heat and Power, Industrial Power",Coal,43199
2003,6,CA,"Combined Heat and Power, Industrial Power",Petroleum,55079
2003,6,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1205304
2003,6,CA,"Combined Heat and Power, Industrial Power",Other Gases,142490
2003,6,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,97913
2003,6,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2011
2003,6,CA,"Combined Heat and Power, Industrial Power",Other,3735
2003,6,CA,"Combined Heat and Power, Industrial Power",Total,1549732
2003,7,CA,Total Electric Power Industry,Coal,216013
2003,7,CA,Total Electric Power Industry,Petroleum,281396
2003,7,CA,Total Electric Power Industry,Natural Gas,10817367
2003,7,CA,Total Electric Power Industry,Other Gases,168686
2003,7,CA,Total Electric Power Industry,Nuclear,3298397
2003,7,CA,Total Electric Power Industry,Hydroelectric Conventional,4039974
2003,7,CA,Total Electric Power Industry,Wind,431812
2003,7,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,62382
2003,7,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,353628
2003,7,CA,Total Electric Power Industry,Geothermal,1108355
2003,7,CA,Total Electric Power Industry,Other Biomass,210747
2003,7,CA,Total Electric Power Industry,Pumped Storage,-6512
2003,7,CA,Total Electric Power Industry,Other,24914
2003,7,CA,Total Electric Power Industry,Total,21007159
2003,7,CA,"Electric Generators, Electric Utilities",Petroleum,4206
2003,7,CA,"Electric Generators, Electric Utilities",Natural Gas,1250444
2003,7,CA,"Electric Generators, Electric Utilities",Nuclear,3298397
2003,7,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3975608
2003,7,CA,"Electric Generators, Electric Utilities",Wind,4663
2003,7,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,301
2003,7,CA,"Electric Generators, Electric Utilities",Geothermal,93356
2003,7,CA,"Electric Generators, Electric Utilities",Other Biomass,24166
2003,7,CA,"Electric Generators, Electric Utilities",Pumped Storage,-6512
2003,7,CA,"Electric Generators, Electric Utilities",Total,8644629
2003,7,CA,"Electric Generators, Independent Power Producers",Petroleum,119070
2003,7,CA,"Electric Generators, Independent Power Producers",Natural Gas,6055265
2003,7,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,7,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,64267
2003,7,CA,"Electric Generators, Independent Power Producers",Wind,427149
2003,7,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,62081
2003,7,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,240868
2003,7,CA,"Electric Generators, Independent Power Producers",Geothermal,1014999
2003,7,CA,"Electric Generators, Independent Power Producers",Other Biomass,130090
2003,7,CA,"Electric Generators, Independent Power Producers",Other,8636
2003,7,CA,"Electric Generators, Independent Power Producers",Total,8122425
2003,7,CA,"Combined Heat and Power, Electric Power",Coal,170370
2003,7,CA,"Combined Heat and Power, Electric Power",Petroleum,83819
2003,7,CA,"Combined Heat and Power, Electric Power",Natural Gas,2069826
2003,7,CA,"Combined Heat and Power, Electric Power",Other Gases,8423
2003,7,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,7679
2003,7,CA,"Combined Heat and Power, Electric Power",Other Biomass,16109
2003,7,CA,"Combined Heat and Power, Electric Power",Other,12242
2003,7,CA,"Combined Heat and Power, Electric Power",Total,2368468
2003,7,CA,"Combined Heat and Power, Commercial Power",Petroleum,45
2003,7,CA,"Combined Heat and Power, Commercial Power",Natural Gas,162692
2003,7,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,7,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,99
2003,7,CA,"Combined Heat and Power, Commercial Power",Other Biomass,37799
2003,7,CA,"Combined Heat and Power, Commercial Power",Other,0
2003,7,CA,"Combined Heat and Power, Commercial Power",Total,200635
2003,7,CA,"Combined Heat and Power, Industrial Power",Coal,45642
2003,7,CA,"Combined Heat and Power, Industrial Power",Petroleum,74256
2003,7,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1279142
2003,7,CA,"Combined Heat and Power, Industrial Power",Other Gases,160263
2003,7,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,105080
2003,7,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2582
2003,7,CA,"Combined Heat and Power, Industrial Power",Other,4036
2003,7,CA,"Combined Heat and Power, Industrial Power",Total,1671003
2003,8,CA,Total Electric Power Industry,Coal,210400
2003,8,CA,Total Electric Power Industry,Petroleum,275456
2003,8,CA,Total Electric Power Industry,Natural Gas,10189546
2003,8,CA,Total Electric Power Industry,Other Gases,157671
2003,8,CA,Total Electric Power Industry,Nuclear,3310857
2003,8,CA,Total Electric Power Industry,Hydroelectric Conventional,3480517
2003,8,CA,Total Electric Power Industry,Wind,396098
2003,8,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,61949
2003,8,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,352876
2003,8,CA,Total Electric Power Industry,Geothermal,1096965
2003,8,CA,Total Electric Power Industry,Other Biomass,212891
2003,8,CA,Total Electric Power Industry,Pumped Storage,-41260
2003,8,CA,Total Electric Power Industry,Other,23940
2003,8,CA,Total Electric Power Industry,Total,19727905
2003,8,CA,"Electric Generators, Electric Utilities",Petroleum,4221
2003,8,CA,"Electric Generators, Electric Utilities",Natural Gas,1196633
2003,8,CA,"Electric Generators, Electric Utilities",Nuclear,3310857
2003,8,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3420137
2003,8,CA,"Electric Generators, Electric Utilities",Wind,4368
2003,8,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,229
2003,8,CA,"Electric Generators, Electric Utilities",Geothermal,94137
2003,8,CA,"Electric Generators, Electric Utilities",Other Biomass,23925
2003,8,CA,"Electric Generators, Electric Utilities",Pumped Storage,-41260
2003,8,CA,"Electric Generators, Electric Utilities",Total,8013248
2003,8,CA,"Electric Generators, Independent Power Producers",Petroleum,116059
2003,8,CA,"Electric Generators, Independent Power Producers",Natural Gas,5556655
2003,8,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,8,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,60286
2003,8,CA,"Electric Generators, Independent Power Producers",Wind,391730
2003,8,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,61720
2003,8,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,227876
2003,8,CA,"Electric Generators, Independent Power Producers",Geothermal,1002828
2003,8,CA,"Electric Generators, Independent Power Producers",Other Biomass,133407
2003,8,CA,"Electric Generators, Independent Power Producers",Other,8365
2003,8,CA,"Electric Generators, Independent Power Producers",Total,7558928
2003,8,CA,"Combined Heat and Power, Electric Power",Coal,167257
2003,8,CA,"Combined Heat and Power, Electric Power",Petroleum,73674
2003,8,CA,"Combined Heat and Power, Electric Power",Natural Gas,2037308
2003,8,CA,"Combined Heat and Power, Electric Power",Other Gases,8854
2003,8,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,22244
2003,8,CA,"Combined Heat and Power, Electric Power",Other Biomass,15788
2003,8,CA,"Combined Heat and Power, Electric Power",Other,11547
2003,8,CA,"Combined Heat and Power, Electric Power",Total,2336671
2003,8,CA,"Combined Heat and Power, Commercial Power",Petroleum,42
2003,8,CA,"Combined Heat and Power, Commercial Power",Natural Gas,156990
2003,8,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,8,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,93
2003,8,CA,"Combined Heat and Power, Commercial Power",Other Biomass,37345
2003,8,CA,"Combined Heat and Power, Commercial Power",Other,209
2003,8,CA,"Combined Heat and Power, Commercial Power",Total,194679
2003,8,CA,"Combined Heat and Power, Industrial Power",Coal,43142
2003,8,CA,"Combined Heat and Power, Industrial Power",Petroleum,81460
2003,8,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1241960
2003,8,CA,"Combined Heat and Power, Industrial Power",Other Gases,148817
2003,8,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,102756
2003,8,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2426
2003,8,CA,"Combined Heat and Power, Industrial Power",Other,3819
2003,8,CA,"Combined Heat and Power, Industrial Power",Total,1624380
2003,9,CA,Total Electric Power Industry,Coal,213888
2003,9,CA,Total Electric Power Industry,Petroleum,231734
2003,9,CA,Total Electric Power Industry,Natural Gas,9442929
2003,9,CA,Total Electric Power Industry,Other Gases,150827
2003,9,CA,Total Electric Power Industry,Nuclear,3197721
2003,9,CA,Total Electric Power Industry,Hydroelectric Conventional,2830332
2003,9,CA,Total Electric Power Industry,Wind,339950
2003,9,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,55834
2003,9,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,327409
2003,9,CA,Total Electric Power Industry,Geothermal,1083082
2003,9,CA,Total Electric Power Industry,Other Biomass,193070
2003,9,CA,Total Electric Power Industry,Pumped Storage,-77074
2003,9,CA,Total Electric Power Industry,Other,22973
2003,9,CA,Total Electric Power Industry,Total,18012674
2003,9,CA,"Electric Generators, Electric Utilities",Petroleum,5367
2003,9,CA,"Electric Generators, Electric Utilities",Natural Gas,989084
2003,9,CA,"Electric Generators, Electric Utilities",Nuclear,3197721
2003,9,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2775762
2003,9,CA,"Electric Generators, Electric Utilities",Wind,3605
2003,9,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,204
2003,9,CA,"Electric Generators, Electric Utilities",Geothermal,91221
2003,9,CA,"Electric Generators, Electric Utilities",Other Biomass,22180
2003,9,CA,"Electric Generators, Electric Utilities",Pumped Storage,-77074
2003,9,CA,"Electric Generators, Electric Utilities",Total,7008070
2003,9,CA,"Electric Generators, Independent Power Producers",Petroleum,104757
2003,9,CA,"Electric Generators, Independent Power Producers",Natural Gas,5169012
2003,9,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,9,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,54484
2003,9,CA,"Electric Generators, Independent Power Producers",Wind,336345
2003,9,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,55630
2003,9,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,197787
2003,9,CA,"Electric Generators, Independent Power Producers",Geothermal,991861
2003,9,CA,"Electric Generators, Independent Power Producers",Other Biomass,117859
2003,9,CA,"Electric Generators, Independent Power Producers",Other,6166
2003,9,CA,"Electric Generators, Independent Power Producers",Total,7033901
2003,9,CA,"Combined Heat and Power, Electric Power",Coal,171485
2003,9,CA,"Combined Heat and Power, Electric Power",Petroleum,73062
2003,9,CA,"Combined Heat and Power, Electric Power",Natural Gas,1918754
2003,9,CA,"Combined Heat and Power, Electric Power",Other Gases,8492
2003,9,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,21345
2003,9,CA,"Combined Heat and Power, Electric Power",Other Biomass,15211
2003,9,CA,"Combined Heat and Power, Electric Power",Other,12969
2003,9,CA,"Combined Heat and Power, Electric Power",Total,2221318
2003,9,CA,"Combined Heat and Power, Commercial Power",Petroleum,39
2003,9,CA,"Combined Heat and Power, Commercial Power",Natural Gas,146242
2003,9,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,9,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,85
2003,9,CA,"Combined Heat and Power, Commercial Power",Other Biomass,35602
2003,9,CA,"Combined Heat and Power, Commercial Power",Other,254
2003,9,CA,"Combined Heat and Power, Commercial Power",Total,182222
2003,9,CA,"Combined Heat and Power, Industrial Power",Coal,42403
2003,9,CA,"Combined Heat and Power, Industrial Power",Petroleum,48510
2003,9,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1219836
2003,9,CA,"Combined Heat and Power, Industrial Power",Other Gases,142335
2003,9,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,108277
2003,9,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2217
2003,9,CA,"Combined Heat and Power, Industrial Power",Other,3585
2003,9,CA,"Combined Heat and Power, Industrial Power",Total,1567162
2003,10,CA,Total Electric Power Industry,Coal,205731
2003,10,CA,Total Electric Power Industry,Petroleum,208255
2003,10,CA,Total Electric Power Industry,Natural Gas,8937383
2003,10,CA,Total Electric Power Industry,Other Gases,149018
2003,10,CA,Total Electric Power Industry,Nuclear,3303648
2003,10,CA,Total Electric Power Industry,Hydroelectric Conventional,2208753
2003,10,CA,Total Electric Power Industry,Wind,284643
2003,10,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,35404
2003,10,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,341170
2003,10,CA,Total Electric Power Industry,Geothermal,1097423
2003,10,CA,Total Electric Power Industry,Other Biomass,190488
2003,10,CA,Total Electric Power Industry,Pumped Storage,-59699
2003,10,CA,Total Electric Power Industry,Other,22460
2003,10,CA,Total Electric Power Industry,Total,16924678
2003,10,CA,"Electric Generators, Electric Utilities",Petroleum,4203
2003,10,CA,"Electric Generators, Electric Utilities",Natural Gas,919033
2003,10,CA,"Electric Generators, Electric Utilities",Nuclear,3303648
2003,10,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2157622
2003,10,CA,"Electric Generators, Electric Utilities",Wind,2182
2003,10,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,170
2003,10,CA,"Electric Generators, Electric Utilities",Geothermal,92334
2003,10,CA,"Electric Generators, Electric Utilities",Other Biomass,21929
2003,10,CA,"Electric Generators, Electric Utilities",Pumped Storage,-59699
2003,10,CA,"Electric Generators, Electric Utilities",Total,6441421
2003,10,CA,"Electric Generators, Independent Power Producers",Petroleum,95276
2003,10,CA,"Electric Generators, Independent Power Producers",Natural Gas,4750647
2003,10,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,10,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,51051
2003,10,CA,"Electric Generators, Independent Power Producers",Wind,282461
2003,10,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,35234
2003,10,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,220198
2003,10,CA,"Electric Generators, Independent Power Producers",Geothermal,1005089
2003,10,CA,"Electric Generators, Independent Power Producers",Other Biomass,117729
2003,10,CA,"Electric Generators, Independent Power Producers",Other,7835
2003,10,CA,"Electric Generators, Independent Power Producers",Total,6565520
2003,10,CA,"Combined Heat and Power, Electric Power",Coal,164821
2003,10,CA,"Combined Heat and Power, Electric Power",Petroleum,69609
2003,10,CA,"Combined Heat and Power, Electric Power",Natural Gas,1931718
2003,10,CA,"Combined Heat and Power, Electric Power",Other Gases,8950
2003,10,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,22459
2003,10,CA,"Combined Heat and Power, Electric Power",Other Biomass,13431
2003,10,CA,"Combined Heat and Power, Electric Power",Other,10911
2003,10,CA,"Combined Heat and Power, Electric Power",Total,2221899
2003,10,CA,"Combined Heat and Power, Commercial Power",Petroleum,36
2003,10,CA,"Combined Heat and Power, Commercial Power",Natural Gas,144251
2003,10,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,10,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,80
2003,10,CA,"Combined Heat and Power, Commercial Power",Other Biomass,35313
2003,10,CA,"Combined Heat and Power, Commercial Power",Other,275
2003,10,CA,"Combined Heat and Power, Commercial Power",Total,179955
2003,10,CA,"Combined Heat and Power, Industrial Power",Coal,40910
2003,10,CA,"Combined Heat and Power, Industrial Power",Petroleum,39131
2003,10,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1191735
2003,10,CA,"Combined Heat and Power, Industrial Power",Other Gases,140068
2003,10,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,98513
2003,10,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2086
2003,10,CA,"Combined Heat and Power, Industrial Power",Other,3439
2003,10,CA,"Combined Heat and Power, Industrial Power",Total,1515883
2003,11,CA,Total Electric Power Industry,Coal,201180
2003,11,CA,Total Electric Power Industry,Petroleum,159798
2003,11,CA,Total Electric Power Industry,Natural Gas,7040018
2003,11,CA,Total Electric Power Industry,Other Gases,152721
2003,11,CA,Total Electric Power Industry,Nuclear,3185756
2003,11,CA,Total Electric Power Industry,Hydroelectric Conventional,1942336
2003,11,CA,Total Electric Power Industry,Wind,187812
2003,11,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,14007
2003,11,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,323826
2003,11,CA,Total Electric Power Industry,Geothermal,1020893
2003,11,CA,Total Electric Power Industry,Other Biomass,186044
2003,11,CA,Total Electric Power Industry,Pumped Storage,-95567
2003,11,CA,Total Electric Power Industry,Other,23569
2003,11,CA,Total Electric Power Industry,Total,14342394
2003,11,CA,"Electric Generators, Electric Utilities",Petroleum,4119
2003,11,CA,"Electric Generators, Electric Utilities",Natural Gas,734260
2003,11,CA,"Electric Generators, Electric Utilities",Nuclear,3185756
2003,11,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1899143
2003,11,CA,"Electric Generators, Electric Utilities",Wind,430
2003,11,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,82
2003,11,CA,"Electric Generators, Electric Utilities",Geothermal,45610
2003,11,CA,"Electric Generators, Electric Utilities",Other Biomass,21198
2003,11,CA,"Electric Generators, Electric Utilities",Pumped Storage,-95567
2003,11,CA,"Electric Generators, Electric Utilities",Total,5795030
2003,11,CA,"Electric Generators, Independent Power Producers",Petroleum,80236
2003,11,CA,"Electric Generators, Independent Power Producers",Natural Gas,3150742
2003,11,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,11,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,43125
2003,11,CA,"Electric Generators, Independent Power Producers",Wind,187382
2003,11,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13925
2003,11,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,228332
2003,11,CA,"Electric Generators, Independent Power Producers",Geothermal,975283
2003,11,CA,"Electric Generators, Independent Power Producers",Other Biomass,114599
2003,11,CA,"Electric Generators, Independent Power Producers",Other,7257
2003,11,CA,"Electric Generators, Independent Power Producers",Total,4800882
2003,11,CA,"Combined Heat and Power, Electric Power",Coal,162170
2003,11,CA,"Combined Heat and Power, Electric Power",Petroleum,58558
2003,11,CA,"Combined Heat and Power, Electric Power",Natural Gas,1874809
2003,11,CA,"Combined Heat and Power, Electric Power",Other Gases,9281
2003,11,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,11572
2003,11,CA,"Combined Heat and Power, Electric Power",Other Biomass,14496
2003,11,CA,"Combined Heat and Power, Electric Power",Other,13688
2003,11,CA,"Combined Heat and Power, Electric Power",Total,2144574
2003,11,CA,"Combined Heat and Power, Commercial Power",Petroleum,31
2003,11,CA,"Combined Heat and Power, Commercial Power",Natural Gas,127693
2003,11,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,11,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,68
2003,11,CA,"Combined Heat and Power, Commercial Power",Other Biomass,33986
2003,11,CA,"Combined Heat and Power, Commercial Power",Other,240
2003,11,CA,"Combined Heat and Power, Commercial Power",Total,162017
2003,11,CA,"Combined Heat and Power, Industrial Power",Coal,39009
2003,11,CA,"Combined Heat and Power, Industrial Power",Petroleum,16855
2003,11,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1152514
2003,11,CA,"Combined Heat and Power, Industrial Power",Other Gases,143440
2003,11,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,83922
2003,11,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1766
2003,11,CA,"Combined Heat and Power, Industrial Power",Other,2384
2003,11,CA,"Combined Heat and Power, Industrial Power",Total,1439890
2003,12,CA,Total Electric Power Industry,Coal,201977
2003,12,CA,Total Electric Power Industry,Petroleum,168904
2003,12,CA,Total Electric Power Industry,Natural Gas,7152611
2003,12,CA,Total Electric Power Industry,Other Gases,167288
2003,12,CA,Total Electric Power Industry,Nuclear,3236979
2003,12,CA,Total Electric Power Industry,Hydroelectric Conventional,2479536
2003,12,CA,Total Electric Power Industry,Wind,200515
2003,12,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,4238
2003,12,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,340221
2003,12,CA,Total Electric Power Industry,Geothermal,1135919
2003,12,CA,Total Electric Power Industry,Other Biomass,216116
2003,12,CA,Total Electric Power Industry,Pumped Storage,-79843
2003,12,CA,Total Electric Power Industry,Other,25040
2003,12,CA,Total Electric Power Industry,Total,15249501
2003,12,CA,"Electric Generators, Electric Utilities",Petroleum,2922
2003,12,CA,"Electric Generators, Electric Utilities",Natural Gas,755134
2003,12,CA,"Electric Generators, Electric Utilities",Nuclear,3236979
2003,12,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2433360
2003,12,CA,"Electric Generators, Electric Utilities",Wind,646
2003,12,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,25
2003,12,CA,"Electric Generators, Electric Utilities",Geothermal,94541
2003,12,CA,"Electric Generators, Electric Utilities",Other Biomass,23219
2003,12,CA,"Electric Generators, Electric Utilities",Pumped Storage,-79843
2003,12,CA,"Electric Generators, Electric Utilities",Total,6466983
2003,12,CA,"Electric Generators, Independent Power Producers",Petroleum,82694
2003,12,CA,"Electric Generators, Independent Power Producers",Natural Gas,3129072
2003,12,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2003,12,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,46104
2003,12,CA,"Electric Generators, Independent Power Producers",Wind,199869
2003,12,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,4213
2003,12,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,229911
2003,12,CA,"Electric Generators, Independent Power Producers",Geothermal,1041378
2003,12,CA,"Electric Generators, Independent Power Producers",Other Biomass,139620
2003,12,CA,"Electric Generators, Independent Power Producers",Other,8325
2003,12,CA,"Electric Generators, Independent Power Producers",Total,4881186
2003,12,CA,"Combined Heat and Power, Electric Power",Coal,161822
2003,12,CA,"Combined Heat and Power, Electric Power",Petroleum,69870
2003,12,CA,"Combined Heat and Power, Electric Power",Natural Gas,1935011
2003,12,CA,"Combined Heat and Power, Electric Power",Other Gases,9549
2003,12,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,21579
2003,12,CA,"Combined Heat and Power, Electric Power",Other Biomass,14891
2003,12,CA,"Combined Heat and Power, Electric Power",Other,14395
2003,12,CA,"Combined Heat and Power, Electric Power",Total,2227118
2003,12,CA,"Combined Heat and Power, Commercial Power",Petroleum,33
2003,12,CA,"Combined Heat and Power, Commercial Power",Natural Gas,134655
2003,12,CA,"Combined Heat and Power, Commercial Power",Other Gases,0
2003,12,CA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,72
2003,12,CA,"Combined Heat and Power, Commercial Power",Other Biomass,36511
2003,12,CA,"Combined Heat and Power, Commercial Power",Other,239
2003,12,CA,"Combined Heat and Power, Commercial Power",Total,171510
2003,12,CA,"Combined Heat and Power, Industrial Power",Coal,40155
2003,12,CA,"Combined Heat and Power, Industrial Power",Petroleum,13385
2003,12,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1198740
2003,12,CA,"Combined Heat and Power, Industrial Power",Other Gases,157739
2003,12,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,88731
2003,12,CA,"Combined Heat and Power, Industrial Power",Other Biomass,1875
2003,12,CA,"Combined Heat and Power, Industrial Power",Other,2081
2003,12,CA,"Combined Heat and Power, Industrial Power",Total,1502706
2004,1,CA,Total Electric Power Industry,Coal,209731
2004,1,CA,Total Electric Power Industry,Petroleum,183222
2004,1,CA,Total Electric Power Industry,Natural Gas,7165575
2004,1,CA,Total Electric Power Industry,Other Gases,195180
2004,1,CA,Total Electric Power Industry,Nuclear,3078677
2004,1,CA,Total Electric Power Industry,Hydroelectric Conventional,2741774
2004,1,CA,Total Electric Power Industry,Wind,130102
2004,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,12308
2004,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,335364
2004,1,CA,Total Electric Power Industry,Geothermal,1144591
2004,1,CA,Total Electric Power Industry,Other Biomass,185615
2004,1,CA,Total Electric Power Industry,Pumped Storage,-131960
2004,1,CA,Total Electric Power Industry,Other,34547
2004,1,CA,Total Electric Power Industry,Total,15284726
2004,1,CA,"Electric Generators, Electric Utilities",Petroleum,2962
2004,1,CA,"Electric Generators, Electric Utilities",Natural Gas,658373
2004,1,CA,"Electric Generators, Electric Utilities",Nuclear,3078677
2004,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2700287
2004,1,CA,"Electric Generators, Electric Utilities",Wind,1262
2004,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,39
2004,1,CA,"Electric Generators, Electric Utilities",Geothermal,92251
2004,1,CA,"Electric Generators, Electric Utilities",Other Biomass,18638
